id,role,level,type,question_text,options_json,correct_answer_index,topic
1350,Data Scientist,Associate,mcq,"When applying model evaluation metrics, which of the following is a best practice?","[{""index"": 0, ""text"": ""Prioritizing feature engineering at the expense of properly addressing model evaluation metrics.""}, {""index"": 1, ""text"": ""Focusing on hypothesis testing while overlooking the actual requirements of model evaluation metrics.""}, {""index"": 2, ""text"": ""Applying the principles of reporting dashboards in a situation that calls for model evaluation metrics instead.""}, {""index"": 3, ""text"": ""Addressing the core purpose of model evaluation metrics while accounting for known edge cases.""}]",3,model evaluation metrics
1351,Data Scientist,Associate,mcq,Which option correctly explains a common pitfall related to SQL for analytics?,"[{""index"": 0, ""text"": ""An outdated approach to SQL for analytics that ignores current best practices.""}, {""index"": 1, ""text"": ""An accurate, practical description of how SQL for analytics functions in real Data Scientist work.""}, {""index"": 2, ""text"": ""Treating SQL for analytics as equivalent to missing data imputation \u2014 a common but incorrect assumption.""}, {""index"": 3, ""text"": ""Confusing SQL for analytics with experiment design, which actually serves a different purpose.""}]",1,SQL for analytics
1352,Data Scientist,Associate,mcq,Which of the following best describes regression analysis?,"[{""index"": 0, ""text"": ""Correctly applying regression analysis according to established best practices for a Data Scientist.""}, {""index"": 1, ""text"": ""An outdated approach to regression analysis that ignores current best practices.""}, {""index"": 2, ""text"": ""Treating regression analysis as equivalent to predictive modeling \u2014 a common but incorrect assumption.""}, {""index"": 3, ""text"": ""Prioritizing experiment design at the expense of properly addressing regression analysis.""}]",0,regression analysis
1353,Data Scientist,Associate,mcq,What is the main benefit of using data storytelling in a Data Scientist context?,"[{""index"": 0, ""text"": ""Addressing the core purpose of data storytelling while accounting for known edge cases.""}, {""index"": 1, ""text"": ""A superficial application of data storytelling that overlooks important edge cases.""}, {""index"": 2, ""text"": ""Focusing on correlation vs causation while overlooking the actual requirements of data storytelling.""}, {""index"": 3, ""text"": ""Confusing data storytelling with experiment design, which actually serves a different purpose.""}]",0,data storytelling
1354,Data Scientist,Associate,mcq,Which statement about regression analysis is most accurate?,"[{""index"": 0, ""text"": ""A structured approach that directly satisfies the intent behind regression analysis.""}, {""index"": 1, ""text"": ""An outdated approach to regression analysis that ignores current best practices.""}, {""index"": 2, ""text"": ""Applying the principles of data pipelines in a situation that calls for regression analysis instead.""}, {""index"": 3, ""text"": ""A superficial application of regression analysis that overlooks important edge cases.""}]",0,regression analysis
1355,Data Scientist,Associate,mcq,Which factor most influences the effectiveness of outlier detection in practice?,"[{""index"": 0, ""text"": ""Prioritizing reporting dashboards at the expense of properly addressing outlier detection.""}, {""index"": 1, ""text"": ""Correctly applying outlier detection according to established best practices for a Data Scientist.""}, {""index"": 2, ""text"": ""Applying the principles of sampling methods in a situation that calls for outlier detection instead.""}, {""index"": 3, ""text"": ""Confusing outlier detection with A/B testing, which actually serves a different purpose.""}]",1,outlier detection
1356,Data Scientist,Associate,mcq,Which statement about Bayesian inference is most accurate?,"[{""index"": 0, ""text"": ""Applying the principles of feature engineering in a situation that calls for Bayesian inference instead.""}, {""index"": 1, ""text"": ""Treating Bayesian inference as equivalent to dimensionality reduction \u2014 a common but incorrect assumption.""}, {""index"": 2, ""text"": ""Correctly applying Bayesian inference according to established best practices for a Data Scientist.""}, {""index"": 3, ""text"": ""A superficial application of Bayesian inference that overlooks important edge cases.""}]",2,Bayesian inference
1357,Data Scientist,Associate,mcq,Which of the following best describes data ethics?,"[{""index"": 0, ""text"": ""Applying the principles of experiment design in a situation that calls for data ethics instead.""}, {""index"": 1, ""text"": ""Addressing the core purpose of data ethics while accounting for known edge cases.""}, {""index"": 2, ""text"": ""Treating data ethics as equivalent to time series analysis \u2014 a common but incorrect assumption.""}, {""index"": 3, ""text"": ""Focusing on data pipelines while overlooking the actual requirements of data ethics.""}]",1,data ethics
1358,Data Scientist,Associate,mcq,"In the context of Data Scientist work, what is the primary purpose of model evaluation metrics?","[{""index"": 0, ""text"": ""Addressing the core purpose of model evaluation metrics while accounting for known edge cases.""}, {""index"": 1, ""text"": ""An outdated approach to model evaluation metrics that ignores current best practices.""}, {""index"": 2, ""text"": ""Prioritizing A/B testing at the expense of properly addressing model evaluation metrics.""}, {""index"": 3, ""text"": ""Treating model evaluation metrics as equivalent to regression analysis \u2014 a common but incorrect assumption.""}]",0,model evaluation metrics
1359,Data Scientist,Associate,mcq,"When applying confidence intervals, which of the following is a best practice?","[{""index"": 0, ""text"": ""Addressing the core purpose of confidence intervals while accounting for known edge cases.""}, {""index"": 1, ""text"": ""An outdated approach to confidence intervals that ignores current best practices.""}, {""index"": 2, ""text"": ""A superficial application of confidence intervals that overlooks important edge cases.""}, {""index"": 3, ""text"": ""Prioritizing data storytelling at the expense of properly addressing confidence intervals.""}]",0,confidence intervals
1360,Data Scientist,Associate,mcq,"When applying big data tools, which of the following is a best practice?","[{""index"": 0, ""text"": ""An accurate, practical description of how big data tools functions in real Data Scientist work.""}, {""index"": 1, ""text"": ""Focusing on Bayesian inference while overlooking the actual requirements of big data tools.""}, {""index"": 2, ""text"": ""Treating big data tools as equivalent to reporting dashboards \u2014 a common but incorrect assumption.""}, {""index"": 3, ""text"": ""Prioritizing model evaluation metrics at the expense of properly addressing big data tools.""}]",0,big data tools
1361,Data Scientist,Associate,descriptive,"Walk through a real scenario where outlier detection would be critical, at a practical, applied level suited for an associate who handles real production tasks independently.",,,outlier detection
1362,Data Scientist,Associate,descriptive,"Explain a mistake to avoid when working with model evaluation metrics, at a practical, applied level suited for an associate who handles real production tasks independently.",,,model evaluation metrics
1363,Data Scientist,Associate,descriptive,"Describe a time regression analysis could go wrong and how you'd prevent it, at a practical, applied level suited for an associate who handles real production tasks independently.",,,regression analysis
1364,Data Scientist,Associate,descriptive,How would you justify a decision about bias-variance tradeoff to a skeptical stakeholder?,,,bias-variance tradeoff
